X,Y,sitename,featurelocation,objectid
439760.8013,383492.345699999,HOPEDALE ROAD,oside 46,2719
438478.8921,391204.1182,RIDGE VIEW DRIVE,o/s 17,2720
433683.6223,388402.470100001,DUNCOMBE STREET,Bottom of Street (Walkley Street end),2721
434124.0075,396348.4356,LIVINGSTONE ROAD,Adj no33,2722
433194.3769,384614.3345,BANNERDALE VIEW,end of cul de sac,2723
443750.2483,382871.783299999,ELCROFT GARDENS,Adj no41,2724
442115.4011,384891.075300001,REVILL LANE,Opp no9,2725
433372.7093,383302.48,STERNDALE ROAD,Nr jct Whirlowdale Road,2726
430625.6034,379582.1449,STOCKS GREEN COURT,outside 3,2728
432421.7075,385159.648399999,GREYSTONES GRANGE ROAD,o/s 30,2730
434638.0211,388005.9636,NETHERTHORPE PLACE,"Top, nr Meadow Street",2732
430743.2109,387726.593599999,TOFTS LANE,Junction Roscoe Bank,2733
435340.8631,395608.0976,PARK AVENUE,opp 46,2734
433349.7138,397442.3225,HENRY STREET,Jct Potter Hill Lane,2735
434503.0082,382442.396199999,HARBORD ROAD,o/s No 45,2736
431483.3288,385765.475,NETHERGREEN ROAD,jct Pendeen Road,2738
428548.4663,391100.267899999,BACK LANE,jct Hollin House Lane,2739
442012.8985,385013.200300001,TITHE BARN LANE,opp 2 Tithe Barn Way,2740
434422.3138,393335.838,ROCHER CLOSE,Outside no 24 on bend,2741
438311.7235,390970.525,JENKIN DRIVE,Junction with Jenkin Close,2742
432649.4113,385060.966600001,TULLIBARDINE ROAD,Jct Strathay Road,2743
435584.1336,381481.2513,NORTON LANE,outside 97,2744
430758.86,390076.321,DUNKERLEY ROAD,o/s 17,2745
432633.4324,391228.101299999,MIDDLEWOOD ROAD,On Remote footway adj no472 leading to Winn Drive,2746
435902.1621,388797.807,CATHERINE ROAD,Adj jct Burngreave Street,2747
433045.4134,390664.3127,CATCH BAR LANE,o/s Asda,2748
433025.9385,383803.6865,REX AVENUE,Outside 2,2749
432732.4226,385653.2271,STAINTON ROAD,"o/s 1,  jct Peveril Road",2751
433145.2281,388922.371300001,PROVIDENCE ROAD,Providence Road and Parsonage Street meet Walkley Bank Road,2752
432785.3559,388752.5999,LARK STREET,Nr Walkley WMC,2754
438056.8604,390569.3499,HOLYWELL HEIGHTS,Opposite no 40/42,2758
431153.6336,388586.487500001,STANNINGTON GLEN,o/s 27,2759
432437.2824,387923.4573,TOFTWOOD AVENUE,junction with St Anthony Road corner 2,2760
433347.2733,391746.5329,BAXTER DRIVE,Side of 14 [side of 1 Baxter Close],2761
435504.6018,387572.1478,MEETINGHOUSE LANE,Jct Campo Lane (1 of 2),2763
443589.9725,384022.573899999,WOODHOUSE LANE,opp 123/125,2765
431971.8322,390271.1852,RURAL LANE,Jcn Ben Lane,2766
430045.7117,381152.4055,THE SPINNEY,opposite 3,2768
429779.5694,386242.5384,WESTMINSTER CRESCENT,opp 51 - Community Centre,2769
433202.7374,384384.950099999,CHARNLEY AVENUE,junction with Charnley Rise,2770
433445.6039,384127.7038,DALMORE ROAD,Top - jct Montrose Road,2771
440166.2439,384112.838,PORTWAY CLOSE,End of cul-de-sac,2772
428271.02,397578.2336,ST MARK ROAD,o/s no 14,2773
426415.2134,398618.3759,PATERSON COURT,opposite 3 in cul de sac,2774
429940.8428,388978.475299999,ACORN DRIVE,Jct Lomas Lea,2775
432687.1984,389111.337200001,RACKER WAY,top of road junction with Walkley Bank Rd,2776
437246.6265,385592.2546,BRIMMESFIELD DRIVE,End of CDS - nr No. 24,2778
432008.3413,380316.024900001,WOODLAND PLACE,jct Prospect Road,2779
435446.0701,391107.4559,PIPER COURT,opposite number 9,2780
443248.2725,381296.804099999,NORGREAVE WAY,jct Halfway Drive,2781
441604.2238,382844.381100001,BROADLANDS AVENUE,o/s 52,2783
435731.7615,395666.4109,CUMBERLAND CRESCENT,Jct Broadway Ave,2784
433840.7072,387734.6613,OXFORD STREET,Approx 50m from Jct Crookes Valley Road,2785
437667.842,383092.3901,MORLAND ROAD,Jct Leighton Drive,2786
435207.1365,387447.9834,TOWNHEAD STREET,nr jct Campo Lane,2787
433189.0341,388251.0635,ALDRED ROAD,jct Heavygate Road,2788
443098.1299,385262.708900001,SOAP HOUSE LANE,Adj No 5,2789
431178.7398,379865.9037,LEMONT ROAD,in Library car park,2790
438387.9986,391849.943299999,STANWELL AVENUE,outside 41,2791
433776.5277,387997.9759,SYDNEY ROAD,jct with Burns Road,2793
432516.3525,385676.870300001,BINGHAM PARK CRESCENT,opp 54,2794
431223.898,379459.899900001,MAIN AVENUE,Jct Rowan Tree Dell,2795
437054.3929,383166.7389,IRONSIDE ROAD,o/s 188 - 210,2796
430268.4933,386003.4169,HALLAM GRANGE RISE,Jct Hallam Grange Crescent,2797
432071.3501,387319.270199999,STEPHEN HILL ROAD,jct Marsh Lane,2798
428012.8837,398192.097899999,ASH LANE,junction New Road,2800
437382.0104,385601.721899999,PARK GRANGE ROAD,Jct Spring Lane,2801
430178.2593,385836.9845,CHORLEY DRIVE,o/s 60,2802
438593.2017,391541.2017,TANSLEY DRIVE,o/s 43,2803
436305.4363,390107.752,HAMPTON ROAD,o/s 46,2804
431579.1694,383674.8134,BROAD ELMS LANE,opp 55,2807
438299.9496,390790.736500001,LIMPSFIELD ROAD,Junction with Stupton Road,2809
439274.7714,384327.106699999,HOLLINSEND AVENUE,opp 7,2810
429666.3977,385847.701400001,CRIMICAR LANE,Jct Crimicar Ave,2811
434351.7526,382096.8651,ABBEY BROOK CLOSE,Abbey Brook Close on grassed area outside No.120 Abbey Brook Drive,2812
425370.8363,398913.281500001,CROSS LANE,outside 9,2813
439129.7078,385134.4056,LATHKILL CLOSE,o/s No's 27/29,2814
434601.5862,382448.044600001,MEADOW HEAD,opposite 23a,2815
443158.6487,381000.4789,HALFWAY CENTRE,opposite 15 Napolis Pizza,2816
428905.8073,397655.0616,THE ROOKERY,opp 51,2817
435250.7363,384744.057399999,THIRLWELL ROAD,Located on Thirlwell Road opposite junction of Barton Road,2818
432813.5128,387199.0746,LYDGATE LANE,o/s 49 near Jct Tapton Crescent Road,2819
426978.1038,397658.310699999,RALPH ELLIS DRIVE,Spinkhall Lane jct,2821
422303.014,399876.625700001,MIDHOPE LANE,Outside Reservoir Cottage,2822
433938.0814,388351.024900001,BLAKE STREET,above jct Boyce Street,2823
432766.0295,388658.096999999,BELLHAGG ROAD,Jct Rivelin Street,2824
431330.5726,387346.112500001,DEN BANK DRIVE,Jct Hagg Lane,2825
433344.7586,391719.9405,BAXTER CLOSE,Adj no12 Baxter Drive,2827
439353.3138,383964.3106,BIRLEY VALE CLOSE,on bend opp Estate Wire Ltd,2828
436289.1441,385007.471999999,ERSKINE CRESCENT,opp 172 in parking area,2829
431495.6305,380324.9023,HAYBROOK COURT,Nr Jct Grove Road,2830
435905.8971,396041.2236,GLENWOOD CRESCENT,Opposite 66 Glenwood Crescent and opposite a gennel,2831
435024.698,385686.897500001,LONDON ROAD,opp Sitwell Place,2833
437244.153,392356.8082,OAKS FOLD AVENUE,opposite 8 on roundabout,2834
427770.0914,396517.6172,SUNNY BANK ROAD,halfway up,2836
430747.8941,387635.149800001,TOFTS LANE,Junction Rivelin Valley Road,2837
438871.357,384767.670600001,PLEASANT CLOSE,Jct Pleasant Road,2838
433858.4094,391308.668299999,BINSTED DRIVE,Jct Binsted Road,2839
432603.6265,388739.853599999,ROBERTSON ROAD,o/s 49,2840
433331.3191,386518.1895,SOUTHBOURNE ROAD,o/s 34/36 @ Jct Melbourne Avenue,2841
435935.3568,381073.687999999,HAZLEBARROW COURT,side of number 8,2842
434643.9163,384848.647399999,MACHON BANK,Jct Empire Road,2843
441911.006,384957.726199999,VICAR LANE,opp 1G Vicar Court,2844
433220.1015,384987.197799999,CAVENDISH ROAD,jct Chelsea Road,2845
435307.8169,396636.3332,MAFEKING PLACE,opposite 20,2846
431412.5532,389979.5787,VALE GROVE,Woodstock Road Jn,2847
436371.7513,390950.7707,CALDER WAY,below 1,2848
430344.2984,393127.6976,POPLAR ROAD,Jc Church Street,2849
431359.991,379531.5594,ALDAM WAY,on the traffic island,2850
432396.8239,387604.1087,MULEHOUSE ROAD,"top end, o/s entrance to cemetery",2851
430841.0138,388708.8324,HIGH MATLOCK AVENUE,o/s 59/61 (New houses),2852
432035.4923,390973.054300001,DYKEWOOD DRIVE,side of lamp 026171,2855
435791.0682,389503.7849,FIRSHILL CLOSE,Opp no15/19,2857
436430.1099,385850.4307,BEECHES BANK,junction Beeches Drive,2858
440133.0493,382883.469900001,BIRLEY MOOR DRIVE,Outside No. 18 Birley Moor Drive,2859
435247.7929,383071.5361,CAVILL ROAD,jct Abbey View Road,2860
433758.9574,388653.4783,CUNDY STREET,opp 4,2863
442107.4281,385177.4133,TITHE BARN AVENUE,Jct Tithe Barn Close,2867
433431.4719,385674.7709,KIRKSTALL ROAD,Jct with Cowlishaw Road,2868
429422.1625,386275.868899999,ROCHESTER ROAD,opp shops - 20yds from jct Worcester Road,2869
431552.9996,384664.0703,BENTS GREEN ROAD,o/s 53,2870
435614.83,383395.6733,ESSENDINE CRESCENT,jct Ketton Avenue,2871
436137.6905,392046.2171,FAR VIEW ROAD,Jct Swanbourne Road,2872
441718.8136,381788.0635,OWLTHORPE DRIVE,bottom of road nr jct Mosborough Moor,2873
431229.3809,387163.8947,HAGG LANE,jct with Manchester Road,2874
436784.2765,383628.6766,GAUNT PLACE,Junction with Gaunt Road,2875
437035.4623,382826.146400001,CONSTABLE CLOSE,opp 34,2877
442227.7235,384752.8748,WOODHOUSE GARDENS,Jct Meetinghouse Lane,2878
431537.8617,388600.363500001,SPOONHILL ROAD,o/s 31,2880
432885.4592,386110.6362,ENDCLIFFE VALE ROAD,Jct The Glade,2881
434184.8808,398020.8169,MERBECK DRIVE,o/s 8,2882
431311.5512,386409.930500001,CLUMBER ROAD,outside No 8,2884
433462.2589,384413.6919,BANNERDALE ROAD,opp 149,2885
435415.3407,383545.2205,BRINDLEY CLOSE,jct Brindley Crescent,2887
428294.7988,397410.3617,HELLIWELL LANE,opp 53,2888
435051.849,386713.2837,HOLY GREEN,Under ramp to Multi-storey car park,2889
436472.9265,386604.434800001,FITZWALTER ROAD,outside 46,2890
438527.1093,385760.4164,ARCHDALE ROAD,junction Archdale Close,2891
442613.2296,382945.952099999,OCHRE DIKE LANE,Jct Pentland Gardens,2892
432794.3265,390447.694700001,FAR LANE,Jct Wadsley Lane,2893
432926.5031,385186.930600001,BRINCLIFFE HILL,Bottom of hill,2894
436260.6491,392468.6262,KINNAIRD ROAD,Opp 113,2895
435308.93,386872.2982,FURNIVAL GATE,R'bt Jct Eyre Street - central reservation,2898
433186.9728,385519.6653,FULMER ROAD,o/s 5,2900
440896.5502,382867.634500001,ARDSLEY DRIVE,Jct Moorthorpe Way,2901
438702.6466,383356.9144,LISTER PLACE,Adj no1,2902
429922.2584,391984.1949,DARWENT LANE,junction on Kirk Edge Road,2903
435428.7967,384272.5723,BISHOPSCOURT ROAD,Adj 10 Argyle Road,2904
434568.9935,383988.2937,SMITHY WOOD ROAD,Jct Auckley Road,2905
437035.4623,393993.839600001,BUTTERTHWAITE LANE,Opp 110 - 114 (approx 150m south of Butterthwaite Farm),2907
440304.3734,383603.163899999,EAST GLADE WAY,opp 11,2909
433123.0736,380246.414799999,BRADWAY ROAD,Jct Twentywell Lane,6801
431985.9972,386223.7238,RANMOOR PARK ROAD,Jct Fulwood Road,6802
436700.1934,384700.899700001,DARESBURY DRIVE,Adj no7,6803
427246.3238,394271.0703,BOLSTERSTONE ROAD,Jct Onesmoor Road,6804
439347.4434,384547.683599999,HOLLYBANK ROAD,Jct Holly Grove,6805
443294.6262,382557.2533,BECKTON AVENUE,Adj no83,6806
432597.756,389468.365,HARRISON ROAD,Jct Dykes Lane,6807
437365.3966,393186.670700001,THE RAVINE,Adj no3,6808
435806.7173,393187.600400001,TUNWELL GREAVE,Adj no1,6809
438514.8324,383242.487199999,LISTER CRESCENT,Adj no12,6810
435836.6221,396012.581800001,GLENWOOD CRESCENT,Adj no86,6811
440653.3621,383164.429500001,WEAKLAND CRESCENT,Opp jct Weakland Way,6812
433120.2126,388729.726500001,ORCHARD ROAD,Adj no72/80,7201
434015.7416,393653.8869,HILL TOP ROAD,Opp no8,7204
433418.0901,388167.8873,MATLOCK ROAD,Jct Fulton Road,7207
428037.1324,397449.690400001,PEN NOOK GLADE,Adj no19,7208
432594.9692,380317.044600001,TWENTYWELL ROAD,Adj no66,7601
433201.1626,385415.8551,STRETTON ROAD,Adj no184 Psalter Lane,12401
